0,0,0,6.16521e-15,0,1.65731e-16
1.25e-12,0,1.25e-12,-2.71658e-15,1.25e-12,-7.30263e-17
2.5e-12,0,2.5e-12,-2.76862e-15,2.5e-12,-7.44252e-17
5e-12,0,5e-12,-6.91981e-15,5e-12,-1.86016e-16
1e-11,0,1e-11,-5.08621e-15,1e-11,-1.36726e-16
2e-11,0,2e-11,-1.33921e-14,2e-11,-3.60002e-16
4e-11,0,4e-11,1.76369e-14,4e-11,4.74111e-16
8e-11,0,8e-11,1.4814e-13,8e-11,3.98226e-15
1.6e-10,0,1.6e-10,2.54199e-13,1.6e-10,6.83332e-15
3.2e-10,0,3.2e-10,6.18949e-14,3.2e-10,1.66384e-15
6.4e-10,0,6.4e-10,-1.03424e-13,6.4e-10,-2.78022e-15
1.248e-09,0,1.248e-09,9.85323e-16,1.248e-09,2.64872e-17
2.248e-09,0,2.248e-09,4.65739e-14,2.248e-09,1.25199e-15
3.248e-09,0,3.248e-09,1.66533e-14,3.248e-09,4.47671e-16
4.248e-09,0,4.248e-09,3.36814e-14,4.248e-09,9.05414e-16
5.248e-09,0,5.248e-09,2.36478e-14,5.248e-09,6.35692e-16
6.248e-09,0,6.248e-09,1.01447e-14,6.248e-09,2.72706e-16
7.248e-09,0,7.248e-09,9.13158e-15,7.248e-09,2.45473e-16
8.248e-09,0,8.248e-09,6.38378e-16,8.248e-09,1.71607e-17
9.248e-09,0,9.248e-09,1.72085e-15,9.248e-09,4.62593e-17
1e-08,0,1e-08,1.73472e-14,1e-08,4.66324e-16
1.00157e-08,0.00783984,1.00157e-08,9.88648e-06,1.00157e-08,2.65766e-07
1.0047e-08,0.0235195,1.0047e-08,4.42894e-05,1.0047e-08,1.19057e-06
1.01098e-08,0.0548789,1.01098e-08,0.000175407,1.01098e-08,4.71525e-06
1.02352e-08,0.117598,1.02352e-08,0.00056834,1.02352e-08,1.5278e-05
1.04861e-08,0.243035,1.04861e-08,0.00167586,1.04861e-08,4.50499e-05
1.09878e-08,0.49391,1.09878e-08,0.00472589,1.09878e-08,0.00012704
1.19378e-08,0.96891,1.19378e-08,0.0116483,1.19378e-08,0.000313127
1.26305e-08,1.31527,1.26305e-08,0.0191298,1.26305e-08,0.000514242
1.33681e-08,1.68407,1.33681e-08,0.0282256,1.33681e-08,0.000758753
1.43681e-08,2.18407,1.43681e-08,0.0401429,1.43681e-08,0.00107911
1.53681e-08,2.68407,1.53681e-08,0.0521506,1.53681e-08,0.0014019
1.63681e-08,3.18407,1.63681e-08,0.0645417,1.63681e-08,0.00173499
1.73681e-08,3.68407,1.73681e-08,0.0783197,1.73681e-08,0.00210537
1.83681e-08,4.18407,1.83681e-08,0.0961815,1.83681e-08,0.00258553
1.93681e-08,4.68407,1.93681e-08,0.122355,1.93681e-08,0.0032891
2e-08,5,2e-08,0.143404,2e-08,0.00385494
2.01e-08,5,2.01e-08,0.146534,2.01e-08,0.00393909
2.03e-08,5,2.03e-08,0.152486,2.03e-08,0.00409908
2.07e-08,5,2.07e-08,0.16364,2.07e-08,0.00439893
2.15e-08,5,2.15e-08,0.184079,2.15e-08,0.00494835
2.25e-08,5,2.25e-08,0.204207,2.25e-08,0.00548943
2.35e-08,5,2.35e-08,0.218538,2.35e-08,0.00587466
2.45e-08,5,2.45e-08,0.228282,2.45e-08,0.00613662
2.55e-08,5,2.55e-08,0.234284,2.55e-08,0.00629794
2.65e-08,5,2.65e-08,0.237025,2.65e-08,0.00637164
2.75e-08,5,2.75e-08,0.237093,2.75e-08,0.00637348
2.85e-08,5,2.85e-08,0.235074,2.85e-08,0.00631919
2.95e-08,5,2.95e-08,0.231597,2.95e-08,0.00622573
3.05e-08,5,3.05e-08,0.227236,3.05e-08,0.00610851
3.15e-08,5,3.15e-08,0.222493,3.15e-08,0.00598099
3.25e-08,5,3.25e-08,0.217768,3.25e-08,0.00585398
3.35e-08,5,3.35e-08,0.213362,3.35e-08,0.00573552
3.45e-08,5,3.45e-08,0.209484,3.45e-08,0.00563128
3.55e-08,5,3.55e-08,0.206258,3.55e-08,0.00554456
3.65e-08,5,3.65e-08,0.203743,3.65e-08,0.00547696
3.75e-08,5,3.75e-08,0.201937,3.75e-08,0.00542841
3.85e-08,5,3.85e-08,0.200802,3.85e-08,0.00539791
3.95e-08,5,3.95e-08,0.200263,3.95e-08,0.00538343
4.05e-08,5,4.05e-08,0.200237,4.05e-08,0.00538271
4.15e-08,5,4.15e-08,0.200621,4.15e-08,0.00539304
4.25e-08,5,4.25e-08,0.201321,4.25e-08,0.00541185
4.35e-08,5,4.35e-08,0.202239,4.35e-08,0.00543654
4.45e-08,5,4.45e-08,0.203296,4.45e-08,0.00546495
4.55e-08,5,4.55e-08,0.204417,4.55e-08,0.00549507
4.65e-08,5,4.65e-08,0.205548,4.65e-08,0.00552548
4.75e-08,5,4.75e-08,0.206645,4.75e-08,0.00555496
4.85e-08,5,4.85e-08,0.207683,4.85e-08,0.00558288
4.95e-08,5,4.95e-08,0.208647,4.95e-08,0.0056088
5.05e-08,5,5.05e-08,0.209538,5.05e-08,0.00563275
5.15e-08,5,5.15e-08,0.210361,5.15e-08,0.00565488
