#X--Trace 1::[V(mcu1a)],Y--Trace 1::[V(mcu1a)],X--Trace 2::[V(va)-V(vb)],Y--Trace 2::[V(va)-V(vb)],X--Trace 3::[I(RA)],Y--Trace 3::[I(RA)]
7.5445e-07,5,7.5445e-07,11.9712,7.5445e-07,1.90624
7.5545e-07,5,7.5545e-07,11.9715,7.5545e-07,1.90629
7.5645e-07,5,7.5645e-07,11.972,7.5645e-07,1.90637
7.5745e-07,5,7.5745e-07,11.9727,7.5745e-07,1.90648
7.5845e-07,5,7.5845e-07,11.9735,7.5845e-07,1.90661
7.5945e-07,5,7.5945e-07,11.9745,7.5945e-07,1.90676
7.6045e-07,5,7.6045e-07,11.9756,7.6045e-07,1.90694
7.6145e-07,5,7.6145e-07,11.9769,7.6145e-07,1.90714
7.6245e-07,5,7.6245e-07,11.9782,7.6245e-07,1.90736
7.6345e-07,5,7.6345e-07,11.9797,7.6345e-07,1.9076
7.6445e-07,5,7.6445e-07,11.9813,7.6445e-07,1.90785
7.6545e-07,5,7.6545e-07,11.983,7.6545e-07,1.90812
7.6645e-07,5,7.6645e-07,11.9848,7.6645e-07,1.9084
7.6745e-07,5,7.6745e-07,11.9866,7.6745e-07,1.90869
7.6845e-07,5,7.6845e-07,11.9884,7.6845e-07,1.90899
7.6945e-07,5,7.6945e-07,11.9903,7.6945e-07,1.90929
7.7045e-07,5,7.7045e-07,11.9922,7.7045e-07,1.90959
7.7145e-07,5,7.7145e-07,11.9942,7.7145e-07,1.9099
7.7245e-07,5,7.7245e-07,11.9961,7.7245e-07,1.9102
7.7345e-07,5,7.7345e-07,11.998,7.7345e-07,1.9105
7.7445e-07,5,7.7445e-07,11.9998,7.7445e-07,1.9108
7.7545e-07,5,7.7545e-07,12.0016,7.7545e-07,1.91108
7.7645e-07,5,7.7645e-07,12.0034,7.7645e-07,1.91136
7.7745e-07,5,7.7745e-07,12.005,7.7745e-07,1.91163
7.7845e-07,5,7.7845e-07,12.0066,7.7845e-07,1.91189
7.7945e-07,5,7.7945e-07,12.0082,7.7945e-07,1.91213
7.8045e-07,5,7.8045e-07,12.0096,7.8045e-07,1.91235
7.8145e-07,5,7.8145e-07,12.0109,7.8145e-07,1.91256
7.8245e-07,5,7.8245e-07,12.0121,7.8245e-07,1.91275
7.8345e-07,5,7.8345e-07,12.0131,7.8345e-07,1.91292
7.8445e-07,5,7.8445e-07,12.0141,7.8445e-07,1.91307
7.8545e-07,5,7.8545e-07,12.0149,7.8545e-07,1.9132
7.8645e-07,5,7.8645e-07,12.0155,7.8645e-07,1.9133
7.8745e-07,5,7.8745e-07,12.0161,7.8745e-07,1.91339
7.8845e-07,5,7.8845e-07,12.0165,7.8845e-07,1.91345
7.8945e-07,5,7.8945e-07,12.0167,7.8945e-07,1.91349
7.9045e-07,5,7.9045e-07,12.0169,7.9045e-07,1.91351
7.9145e-07,5,7.9145e-07,12.0168,7.9145e-07,1.91351
7.9245e-07,5,7.9245e-07,12.0167,7.9245e-07,1.91348
7.9345e-07,5,7.9345e-07,12.0164,7.9345e-07,1.91344
7.9445e-07,5,7.9445e-07,12.016,7.9445e-07,1.91337
7.9545e-07,5,7.9545e-07,12.0154,7.9545e-07,1.91329
7.9645e-07,5,7.9645e-07,12.0148,7.9645e-07,1.91318
7.9745e-07,5,7.9745e-07,12.014,7.9745e-07,1.91306
7.9845e-07,5,7.9845e-07,12.0132,7.9845e-07,1.91292
7.9945e-07,5,7.9945e-07,12.0122,7.9945e-07,1.91277
8.0045e-07,5,8.0045e-07,12.0111,8.0045e-07,1.9126
8.0145e-07,5,8.0145e-07,12.01,8.0145e-07,1.91242
8.0245e-07,5,8.0245e-07,12.0088,8.0245e-07,1.91223
8.0345e-07,5,8.0345e-07,12.0075,8.0345e-07,1.91203
8.0445e-07,5,8.0445e-07,12.0062,8.0445e-07,1.91182
8.0545e-07,5,8.0545e-07,12.0049,8.0545e-07,1.9116
8.0645e-07,5,8.0645e-07,12.0035,8.0645e-07,1.91138
8.0745e-07,5,8.0745e-07,12.0021,8.0745e-07,1.91116
8.0845e-07,5,8.0845e-07,12.0007,8.0845e-07,1.91093
8.0945e-07,5,8.0945e-07,11.9992,8.0945e-07,1.91071
8.1045e-07,5,8.1045e-07,11.9978,8.1045e-07,1.91048
8.1145e-07,5,8.1145e-07,11.9965,8.1145e-07,1.91026
8.1245e-07,5,8.1245e-07,11.9951,8.1245e-07,1.91005
8.1345e-07,5,8.1345e-07,11.9938,8.1345e-07,1.90984
8.1445e-07,5,8.1445e-07,11.9925,8.1445e-07,1.90963
8.1545e-07,5,8.1545e-07,11.9913,8.1545e-07,1.90944
8.1645e-07,5,8.1645e-07,11.9901,8.1645e-07,1.90925
8.1745e-07,5,8.1745e-07,11.989,8.1745e-07,1.90908
8.1845e-07,5,8.1845e-07,11.988,8.1845e-07,1.90892
8.1945e-07,5,8.1945e-07,11.9871,8.1945e-07,1.90877
8.2045e-07,5,8.2045e-07,11.9862,8.2045e-07,1.90863
8.2145e-07,5,8.2145e-07,11.9855,8.2145e-07,1.90851
8.2245e-07,5,8.2245e-07,11.9848,8.2245e-07,1.90841
8.2345e-07,5,8.2345e-07,11.9842,8.2345e-07,1.90832
8.2445e-07,5,8.2445e-07,11.9838,8.2445e-07,1.90825
8.2545e-07,5,8.2545e-07,11.9834,8.2545e-07,1.90819
8.2645e-07,5,8.2645e-07,11.9832,8.2645e-07,1.90815
8.2745e-07,5,8.2745e-07,11.983,8.2745e-07,1.90812
8.2845e-07,5,8.2845e-07,11.983,8.2845e-07,1.90811
8.2945e-07,5,8.2945e-07,11.983,8.2945e-07,1.90812
8.3045e-07,5,8.3045e-07,11.9832,8.3045e-07,1.90815
8.3145e-07,5,8.3145e-07,11.9834,8.3145e-07,1.90819
8.3245e-07,5,8.3245e-07,11.9837,8.3245e-07,1.90824
8.3345e-07,5,8.3345e-07,11.9842,8.3345e-07,1.90831
8.3445e-07,5,8.3445e-07,11.9847,8.3445e-07,1.90839
8.3545e-07,5,8.3545e-07,11.9853,8.3545e-07,1.90849
8.3645e-07,5,8.3645e-07,11.986,8.3645e-07,1.90859
8.3745e-07,5,8.3745e-07,11.9867,8.3745e-07,1.90871
8.3845e-07,5,8.3845e-07,11.9875,8.3845e-07,1.90884
8.3945e-07,5,8.3945e-07,11.9884,8.3945e-07,1.90898
8.4045e-07,5,8.4045e-07,11.9893,8.4045e-07,1.90912
8.4145e-07,5,8.4145e-07,11.9902,8.4145e-07,1.90927
8.4245e-07,5,8.4245e-07,11.9912,8.4245e-07,1.90943
8.4345e-07,5,8.4345e-07,11.9922,8.4345e-07,1.90959
8.4445e-07,5,8.4445e-07,11.9933,8.4445e-07,1.90975
8.4545e-07,5,8.4545e-07,11.9943,8.4545e-07,1.90992
8.4645e-07,5,8.4645e-07,11.9954,8.4645e-07,1.91009
8.4745e-07,5,8.4745e-07,11.9964,8.4745e-07,1.91026
8.4845e-07,5,8.4845e-07,11.9974,8.4845e-07,1.91042
8.4945e-07,5,8.4945e-07,11.9985,8.4945e-07,1.91058
8.5045e-07,5,8.5045e-07,11.9995,8.5045e-07,1.91074
8.5145e-07,5,8.5145e-07,12.0004,8.5145e-07,1.9109
8.5245e-07,5,8.5245e-07,12.0014,8.5245e-07,1.91104
8.5345e-07,5,8.5345e-07,12.0022,8.5345e-07,1.91119
8.5445e-07,5,8.5445e-07,12.0031,8.5445e-07,1.91132
8.5545e-07,5,8.5545e-07,12.0039,8.5545e-07,1.91144
8.5645e-07,5,8.5645e-07,12.0046,8.5645e-07,1.91156
8.5745e-07,5,8.5745e-07,12.0053,8.5745e-07,1.91167
8.5845e-07,5,8.5845e-07,12.0059,8.5845e-07,1.91176
8.5945e-07,5,8.5945e-07,12.0064,8.5945e-07,1.91185
8.6045e-07,5,8.6045e-07,12.0069,8.6045e-07,1.91192
8.6145e-07,5,8.6145e-07,12.0073,8.6145e-07,1.91198
8.6245e-07,5,8.6245e-07,12.0076,8.6245e-07,1.91203
8.6345e-07,5,8.6345e-07,12.0078,8.6345e-07,1.91207
8.6445e-07,5,8.6445e-07,12.008,8.6445e-07,1.9121
8.6545e-07,5,8.6545e-07,12.008,8.6545e-07,1.91211
8.6645e-07,5,8.6645e-07,12.0081,8.6645e-07,1.91211
8.6745e-07,5,8.6745e-07,12.008,8.6745e-07,1.9121
8.6845e-07,5,8.6845e-07,12.0078,8.6845e-07,1.91208
8.6945e-07,5,8.6945e-07,12.0076,8.6945e-07,1.91204
8.7045e-07,5,8.7045e-07,12.0074,8.7045e-07,1.912
8.7145e-07,5,8.7145e-07,12.007,8.7145e-07,1.91195
8.7245e-07,5,8.7245e-07,12.0066,8.7245e-07,1.91188
8.7345e-07,5,8.7345e-07,12.0062,8.7345e-07,1.91181
8.7445e-07,5,8.7445e-07,12.0056,8.7445e-07,1.91173
8.7545e-07,5,8.7545e-07,12.0051,8.7545e-07,1.91164
8.7645e-07,5,8.7645e-07,12.0045,8.7645e-07,1.91154
8.7745e-07,5,8.7745e-07,12.0038,8.7745e-07,1.91143
8.7845e-07,5,8.7845e-07,12.0031,8.7845e-07,1.91133
8.7945e-07,5,8.7945e-07,12.0024,8.7945e-07,1.91121
8.8045e-07,5,8.8045e-07,12.0017,8.8045e-07,1.91109
8.8145e-07,5,8.8145e-07,12.0009,8.8145e-07,1.91097
8.8245e-07,5,8.8245e-07,12.0001,8.8245e-07,1.91085
8.8345e-07,5,8.8345e-07,11.9994,8.8345e-07,1.91073
8.8445e-07,5,8.8445e-07,11.9986,8.8445e-07,1.9106
8.8545e-07,5,8.8545e-07,11.9978,8.8545e-07,1.91048
8.8645e-07,5,8.8645e-07,11.9971,8.8645e-07,1.91036
8.8745e-07,5,8.8745e-07,11.9963,8.8745e-07,1.91024
8.8845e-07,5,8.8845e-07,11.9956,8.8845e-07,1.91012
8.8945e-07,5,8.8945e-07,11.9949,8.8945e-07,1.91001
8.9045e-07,5,8.9045e-07,11.9942,8.9045e-07,1.9099
8.9145e-07,5,8.9145e-07,11.9935,8.9145e-07,1.9098
8.9245e-07,5,8.9245e-07,11.9929,8.9245e-07,1.9097
8.9345e-07,5,8.9345e-07,11.9924,8.9345e-07,1.90961
8.9445e-07,5,8.9445e-07,11.9918,8.9445e-07,1.90953
8.9545e-07,5,8.9545e-07,11.9914,8.9545e-07,1.90945
8.9645e-07,5,8.9645e-07,11.9909,8.9645e-07,1.90939
8.9745e-07,5,8.9745e-07,11.9906,8.9745e-07,1.90933
8.9845e-07,5,8.9845e-07,11.9902,8.9845e-07,1.90928
8.9945e-07,5,8.9945e-07,11.99,8.9945e-07,1.90923
9.0045e-07,5,9.0045e-07,11.9898,9.0045e-07,1.9092
9.0145e-07,5,9.0145e-07,11.9896,9.0145e-07,1.90917
9.0245e-07,5,9.0245e-07,11.9895,9.0245e-07,1.90916
9.0345e-07,5,9.0345e-07,11.9895,9.0345e-07,1.90915
9.0445e-07,5,9.0445e-07,11.9895,9.0445e-07,1.90915
9.0545e-07,5,9.0545e-07,11.9896,9.0545e-07,1.90917
9.0645e-07,5,9.0645e-07,11.9897,9.0645e-07,1.90919
9.0745e-07,5,9.0745e-07,11.9899,9.0745e-07,1.90921
9.0845e-07,5,9.0845e-07,11.9901,9.0845e-07,1.90925
9.0945e-07,5,9.0945e-07,11.9904,9.0945e-07,1.90929
9.1045e-07,5,9.1045e-07,11.9907,9.1045e-07,1.90934
9.1145e-07,5,9.1145e-07,11.991,9.1145e-07,1.9094
9.1245e-07,5,9.1245e-07,11.9914,9.1245e-07,1.90946
9.1345e-07,5,9.1345e-07,11.9919,9.1345e-07,1.90953
9.1445e-07,5,9.1445e-07,11.9923,9.1445e-07,1.90961
9.1545e-07,5,9.1545e-07,11.9928,9.1545e-07,1.90968
9.1645e-07,5,9.1645e-07,11.9933,9.1645e-07,1.90977
9.1745e-07,5,9.1745e-07,11.9939,9.1745e-07,1.90985
9.1845e-07,5,9.1845e-07,11.9944,9.1845e-07,1.90994
9.1945e-07,5,9.1945e-07,11.995,9.1945e-07,1.91003
9.2045e-07,5,9.2045e-07,11.9956,9.2045e-07,1.91012
9.2145e-07,5,9.2145e-07,11.9961,9.2145e-07,1.91021
9.2245e-07,5,9.2245e-07,11.9967,9.2245e-07,1.9103
9.2345e-07,5,9.2345e-07,11.9973,9.2345e-07,1.91039
9.2445e-07,5,9.2445e-07,11.9978,9.2445e-07,1.91048
9.2545e-07,5,9.2545e-07,11.9984,9.2545e-07,1.91057
9.2645e-07,5,9.2645e-07,11.9989,9.2645e-07,1.91066
9.2745e-07,5,9.2745e-07,11.9994,9.2745e-07,1.91074
9.2845e-07,5,9.2845e-07,11.9999,9.2845e-07,1.91082
9.2945e-07,5,9.2945e-07,12.0004,9.2945e-07,1.91089
9.3045e-07,5,9.3045e-07,12.0008,9.3045e-07,1.91096
9.3145e-07,5,9.3145e-07,12.0012,9.3145e-07,1.91103
9.3245e-07,5,9.3245e-07,12.0016,9.3245e-07,1.91109
9.3345e-07,5,9.3345e-07,12.002,9.3345e-07,1.91114
9.3445e-07,5,9.3445e-07,12.0023,9.3445e-07,1.91119
9.3545e-07,5,9.3545e-07,12.0025,9.3545e-07,1.91123
9.3645e-07,5,9.3645e-07,12.0027,9.3645e-07,1.91126
9.3745e-07,5,9.3745e-07,12.0029,9.3745e-07,1.91129
9.3845e-07,5,9.3845e-07,12.0031,9.3845e-07,1.91132
9.3945e-07,5,9.3945e-07,12.0032,9.3945e-07,1.91133
9.4045e-07,5,9.4045e-07,12.0032,9.4045e-07,1.91134
9.4145e-07,5,9.4145e-07,12.0032,9.4145e-07,1.91134
9.4245e-07,5,9.4245e-07,12.0032,9.4245e-07,1.91134
9.4345e-07,5,9.4345e-07,12.0031,9.4345e-07,1.91133
9.4445e-07,5,9.4445e-07,12.003,9.4445e-07,1.91131
9.4545e-07,5,9.4545e-07,12.0029,9.4545e-07,1.91129
9.4645e-07,5,9.4645e-07,12.0027,9.4645e-07,1.91126
9.4745e-07,5,9.4745e-07,12.0025,9.4745e-07,1.91123
9.4845e-07,5,9.4845e-07,12.0023,9.4845e-07,1.91119
9.4945e-07,5,9.4945e-07,12.002,9.4945e-07,1.91114
9.5045e-07,5,9.5045e-07,12.0017,9.5045e-07,1.91109
9.5145e-07,5,9.5145e-07,12.0013,9.5145e-07,1.91104
9.5245e-07,5,9.5245e-07,12.001,9.5245e-07,1.91099
9.5345e-07,5,9.5345e-07,12.0006,9.5345e-07,1.91093
9.5445e-07,5,9.5445e-07,12.0002,9.5445e-07,1.91087
9.5545e-07,5,9.5545e-07,11.9998,9.5545e-07,1.9108
9.5645e-07,5,9.5645e-07,11.9994,9.5645e-07,1.91074
9.5745e-07,5,9.5745e-07,11.999,9.5745e-07,1.91067
9.5845e-07,5,9.5845e-07,11.9986,9.5845e-07,1.9106
9.5945e-07,5,9.5945e-07,11.9981,9.5945e-07,1.91053
9.6045e-07,5,9.6045e-07,11.9977,9.6045e-07,1.91047
9.6145e-07,5,9.6145e-07,11.9973,9.6145e-07,1.9104
9.6245e-07,5,9.6245e-07,11.9969,9.6245e-07,1.91033
9.6345e-07,5,9.6345e-07,11.9965,9.6345e-07,1.91027
9.6445e-07,5,9.6445e-07,11.9961,9.6445e-07,1.91021
9.6545e-07,5,9.6545e-07,11.9957,9.6545e-07,1.91015
9.6645e-07,5,9.6645e-07,11.9954,9.6645e-07,1.91009
9.6745e-07,5,9.6745e-07,11.995,9.6745e-07,1.91004
9.6845e-07,5,9.6845e-07,11.9947,9.6845e-07,1.90999
9.6945e-07,5,9.6945e-07,11.9944,9.6945e-07,1.90994
9.7045e-07,5,9.7045e-07,11.9941,9.7045e-07,1.9099
9.7145e-07,5,9.7145e-07,11.9939,9.7145e-07,1.90986
9.7245e-07,5,9.7245e-07,11.9937,9.7245e-07,1.90982
9.7345e-07,5,9.7345e-07,11.9935,9.7345e-07,1.90979
9.7445e-07,5,9.7445e-07,11.9934,9.7445e-07,1.90977
9.7545e-07,5,9.7545e-07,11.9932,9.7545e-07,1.90975
9.7645e-07,5,9.7645e-07,11.9931,9.7645e-07,1.90974
9.7745e-07,5,9.7745e-07,11.9931,9.7745e-07,1.90973
9.7845e-07,5,9.7845e-07,11.9931,9.7845e-07,1.90972
9.7945e-07,5,9.7945e-07,11.9931,9.7945e-07,1.90972
9.8045e-07,5,9.8045e-07,11.9931,9.8045e-07,1.90973
9.8145e-07,5,9.8145e-07,11.9931,9.8145e-07,1.90974
9.8245e-07,5,9.8245e-07,11.9932,9.8245e-07,1.90975
9.8345e-07,5,9.8345e-07,11.9933,9.8345e-07,1.90977
9.8445e-07,5,9.8445e-07,11.9935,9.8445e-07,1.90979
9.8545e-07,5,9.8545e-07,11.9937,9.8545e-07,1.90982
9.8645e-07,5,9.8645e-07,11.9938,9.8645e-07,1.90985
9.8745e-07,5,9.8745e-07,11.9941,9.8745e-07,1.90988
9.8845e-07,5,9.8845e-07,11.9943,9.8845e-07,1.90992
9.8945e-07,5,9.8945e-07,11.9945,9.8945e-07,1.90996
9.9045e-07,5,9.9045e-07,11.9948,9.9045e-07,1.91
9.9145e-07,5,9.9145e-07,11.9951,9.9145e-07,1.91005
9.9245e-07,5,9.9245e-07,11.9954,9.9245e-07,1.91009
9.9345e-07,5,9.9345e-07,11.9957,9.9345e-07,1.91014
9.9445e-07,5,9.9445e-07,11.996,9.9445e-07,1.91019
9.9545e-07,5,9.9545e-07,11.9963,9.9545e-07,1.91024
9.9645e-07,5,9.9645e-07,11.9966,9.9645e-07,1.91029
9.9745e-07,5,9.9745e-07,11.9969,9.9745e-07,1.91034
9.9845e-07,5,9.9845e-07,11.9972,9.9845e-07,1.91039
9.9945e-07,5,9.9945e-07,11.9976,9.9945e-07,1.91044
1.00045e-06,5,1.00045e-06,11.9979,1.00045e-06,1.91049
1.00145e-06,5,1.00145e-06,11.9982,1.00145e-06,1.91053
1.00245e-06,5,1.00245e-06,11.9984,1.00245e-06,1.91058
1.00345e-06,5,1.00345e-06,11.9987,1.00345e-06,1.91062
1.00445e-06,5,1.00445e-06,11.999,1.00445e-06,1.91066
1.00545e-06,5,1.00545e-06,11.9992,1.00545e-06,1.9107
1.00645e-06,5,1.00645e-06,11.9994,1.00645e-06,1.91074
1.00745e-06,5,1.00745e-06,11.9997,1.00745e-06,1.91077
1.00845e-06,5,1.00845e-06,11.9998,1.00845e-06,1.9108
1.00945e-06,5,1.00945e-06,12,1.00945e-06,1.91083
1.01045e-06,5,1.01045e-06,12.0002,1.01045e-06,1.91085
1.01145e-06,5,1.01145e-06,12.0003,1.01145e-06,1.91087
1.01245e-06,5,1.01245e-06,12.0004,1.01245e-06,1.91089
1.01345e-06,5,1.01345e-06,12.0005,1.01345e-06,1.9109
1.01445e-06,5,1.01445e-06,12.0005,1.01445e-06,1.91091
1.01545e-06,5,1.01545e-06,12.0006,1.01545e-06,1.91092
1.01645e-06,5,1.01645e-06,12.0006,1.01645e-06,1.91092
1.01745e-06,5,1.01745e-06,12.0006,1.01745e-06,1.91092
1.01845e-06,5,1.01845e-06,12.0005,1.01845e-06,1.91092
1.01945e-06,5,1.01945e-06,12.0005,1.01945e-06,1.91091
1.02045e-06,5,1.02045e-06,12.0004,1.02045e-06,1.9109
1.02145e-06,5,1.02145e-06,12.0003,1.02145e-06,1.91088
1.02245e-06,5,1.02245e-06,12.0002,1.02245e-06,1.91086
1.02345e-06,5,1.02345e-06,12.0001,1.02345e-06,1.91084
1.02445e-06,5,1.02445e-06,11.9999,1.02445e-06,1.91082
1.02545e-06,5,1.02545e-06,11.9998,1.02545e-06,1.91079
1.02645e-06,5,1.02645e-06,11.9996,1.02645e-06,1.91076
1.02745e-06,5,1.02745e-06,11.9994,1.02745e-06,1.91073
1.02845e-06,5,1.02845e-06,11.9992,1.02845e-06,1.9107
1.02945e-06,5,1.02945e-06,11.999,1.02945e-06,1.91067
1.03045e-06,5,1.03045e-06,11.9988,1.03045e-06,1.91063
1.03145e-06,5,1.03145e-06,11.9986,1.03145e-06,1.9106
1.03245e-06,5,1.03245e-06,11.9983,1.03245e-06,1.91056
1.03345e-06,5,1.03345e-06,11.9981,1.03345e-06,1.91052
1.03445e-06,5,1.03445e-06,11.9979,1.03445e-06,1.91049
1.03545e-06,5,1.03545e-06,11.9976,1.03545e-06,1.91045
1.03645e-06,5,1.03645e-06,11.9974,1.03645e-06,1.91041
1.03745e-06,5,1.03745e-06,11.9972,1.03745e-06,1.91038
1.03845e-06,5,1.03845e-06,11.9969,1.03845e-06,1.91034
1.03945e-06,5,1.03945e-06,11.9967,1.03945e-06,1.91031
1.04045e-06,5,1.04045e-06,11.9965,1.04045e-06,1.91027
1.04145e-06,5,1.04145e-06,11.9963,1.04145e-06,1.91024
1.04245e-06,5,1.04245e-06,11.9961,1.04245e-06,1.91021
1.04345e-06,5,1.04345e-06,11.996,1.04345e-06,1.91018
1.04445e-06,5,1.04445e-06,11.9958,1.04445e-06,1.91016
1.04545e-06,5,1.04545e-06,11.9956,1.04545e-06,1.91013
1.04645e-06,5,1.04645e-06,11.9955,1.04645e-06,1.91011
1.04745e-06,5,1.04745e-06,11.9954,1.04745e-06,1.91009
1.04845e-06,5,1.04845e-06,11.9953,1.04845e-06,1.91008
1.04945e-06,5,1.04945e-06,11.9952,1.04945e-06,1.91006
1.05045e-06,5,1.05045e-06,11.9951,1.05045e-06,1.91005
1.05145e-06,5,1.05145e-06,11.9951,1.05145e-06,1.91004
1.05245e-06,5,1.05245e-06,11.995,1.05245e-06,1.91004
1.05345e-06,5,1.05345e-06,11.995,1.05345e-06,1.91003
1.05445e-06,5,1.05445e-06,11.995,1.05445e-06,1.91003
1.05545e-06,5,1.05545e-06,11.995,1.05545e-06,1.91003
1.05645e-06,5,1.05645e-06,11.995,1.05645e-06,1.91004
1.05745e-06,5,1.05745e-06,11.9951,1.05745e-06,1.91005
1.05845e-06,5,1.05845e-06,11.9952,1.05845e-06,1.91006
1.05945e-06,5,1.05945e-06,11.9952,1.05945e-06,1.91007
1.06045e-06,5,1.06045e-06,11.9953,1.06045e-06,1.91008
1.06145e-06,5,1.06145e-06,11.9954,1.06145e-06,1.9101
1.06245e-06,5,1.06245e-06,11.9955,1.06245e-06,1.91012
1.06345e-06,5,1.06345e-06,11.9957,1.06345e-06,1.91014
1.06445e-06,5,1.06445e-06,11.9958,1.06445e-06,1.91016
1.06545e-06,5,1.06545e-06,11.9959,1.06545e-06,1.91018
1.06645e-06,5,1.06645e-06,11.9961,1.06645e-06,1.9102
1.06745e-06,5,1.06745e-06,11.9962,1.06745e-06,1.91023
1.06845e-06,5,1.06845e-06,11.9964,1.06845e-06,1.91026
1.06945e-06,5,1.06945e-06,11.9966,1.06945e-06,1.91028
1.07045e-06,5,1.07045e-06,11.9967,1.07045e-06,1.91031
1.07145e-06,5,1.07145e-06,11.9969,1.07145e-06,1.91034
1.07245e-06,5,1.07245e-06,11.9971,1.07245e-06,1.91036
1.07345e-06,5,1.07345e-06,11.9973,1.07345e-06,1.91039
1.07445e-06,5,1.07445e-06,11.9974,1.07445e-06,1.91042
1.07545e-06,5,1.07545e-06,11.9976,1.07545e-06,1.91045
1.07645e-06,5,1.07645e-06,11.9978,1.07645e-06,1.91047
1.07745e-06,5,1.07745e-06,11.9979,1.07745e-06,1.9105
1.07845e-06,5,1.07845e-06,11.9981,1.07845e-06,1.91052
1.07945e-06,5,1.07945e-06,11.9982,1.07945e-06,1.91054
1.08045e-06,5,1.08045e-06,11.9984,1.08045e-06,1.91057
1.08145e-06,5,1.08145e-06,11.9985,1.08145e-06,1.91059
1.08245e-06,5,1.08245e-06,11.9986,1.08245e-06,1.9106
1.08345e-06,5,1.08345e-06,11.9987,1.08345e-06,1.91062
1.08445e-06,5,1.08445e-06,11.9988,1.08445e-06,1.91064
1.08545e-06,5,1.08545e-06,11.9989,1.08545e-06,1.91065
1.08645e-06,5,1.08645e-06,11.999,1.08645e-06,1.91066
1.08745e-06,5,1.08745e-06,11.999,1.08745e-06,1.91067
1.08845e-06,5,1.08845e-06,11.9991,1.08845e-06,1.91068
1.08945e-06,5,1.08945e-06,11.9991,1.08945e-06,1.91068
1.09045e-06,5,1.09045e-06,11.9991,1.09045e-06,1.91069
1.09145e-06,5,1.09145e-06,11.9991,1.09145e-06,1.91069
1.09245e-06,5,1.09245e-06,11.9991,1.09245e-06,1.91069
1.09345e-06,5,1.09345e-06,11.9991,1.09345e-06,1.91069
1.09445e-06,5,1.09445e-06,11.9991,1.09445e-06,1.91068
1.09545e-06,5,1.09545e-06,11.9991,1.09545e-06,1.91068
1.09645e-06,5,1.09645e-06,11.999,1.09645e-06,1.91067
1.09745e-06,5,1.09745e-06,11.9989,1.09745e-06,1.91066
1.09845e-06,5,1.09845e-06,11.9989,1.09845e-06,1.91065
1.09945e-06,5,1.09945e-06,11.9988,1.09945e-06,1.91064
1.10045e-06,5,1.10045e-06,11.9987,1.10045e-06,1.91062
1.10145e-06,5,1.10145e-06,11.9986,1.10145e-06,1.91061
1.10245e-06,5,1.10245e-06,11.9985,1.10245e-06,1.91059
1.10345e-06,5,1.10345e-06,11.9984,1.10345e-06,1.91057
1.10445e-06,5,1.10445e-06,11.9983,1.10445e-06,1.91056
1.10545e-06,5,1.10545e-06,11.9982,1.10545e-06,1.91054
1.10645e-06,5,1.10645e-06,11.9981,1.10645e-06,1.91052
1.10745e-06,5,1.10745e-06,11.9979,1.10745e-06,1.9105
1.10845e-06,5,1.10845e-06,11.9978,1.10845e-06,1.91048
1.10945e-06,5,1.10945e-06,11.9977,1.10945e-06,1.91046
1.11045e-06,5,1.11045e-06,11.9975,1.11045e-06,1.91044
1.11145e-06,5,1.11145e-06,11.9974,1.11145e-06,1.91042
1.11245e-06,5,1.11245e-06,11.9973,1.11245e-06,1.9104
1.11345e-06,5,1.11345e-06,11.9972,1.11345e-06,1.91038
1.11445e-06,5,1.11445e-06,11.997,1.11445e-06,1.91036
1.11545e-06,5,1.11545e-06,11.9969,1.11545e-06,1.91034
1.11645e-06,5,1.11645e-06,11.9968,1.11645e-06,1.91032
1.11745e-06,5,1.11745e-06,11.9967,1.11745e-06,1.91031
1.11845e-06,5,1.11845e-06,11.9966,1.11845e-06,1.91029
1.11945e-06,5,1.11945e-06,11.9965,1.11945e-06,1.91028
1.12045e-06,5,1.12045e-06,11.9964,1.12045e-06,1.91026
1.12145e-06,5,1.12145e-06,11.9964,1.12145e-06,1.91025
1.12245e-06,5,1.12245e-06,11.9963,1.12245e-06,1.91024
1.12345e-06,5,1.12345e-06,11.9962,1.12345e-06,1.91023
1.12445e-06,5,1.12445e-06,11.9962,1.12445e-06,1.91022
1.12545e-06,5,1.12545e-06,11.9961,1.12545e-06,1.91021
1.12645e-06,5,1.12645e-06,11.9961,1.12645e-06,1.91021
1.12745e-06,5,1.12745e-06,11.9961,1.12745e-06,1.91021
1.12845e-06,5,1.12845e-06,11.9961,1.12845e-06,1.9102
1.12945e-06,5,1.12945e-06,11.9961,1.12945e-06,1.9102
1.13045e-06,5,1.13045e-06,11.9961,1.13045e-06,1.9102
1.13145e-06,5,1.13145e-06,11.9961,1.13145e-06,1.91021
1.13245e-06,5,1.13245e-06,11.9961,1.13245e-06,1.91021
1.13345e-06,5,1.13345e-06,11.9961,1.13345e-06,1.91021
1.13445e-06,5,1.13445e-06,11.9962,1.13445e-06,1.91022
1.13545e-06,5,1.13545e-06,11.9962,1.13545e-06,1.91023
1.13645e-06,5,1.13645e-06,11.9963,1.13645e-06,1.91024
1.13745e-06,5,1.13745e-06,11.9963,1.13745e-06,1.91025
1.13845e-06,5,1.13845e-06,11.9964,1.13845e-06,1.91026
1.13945e-06,5,1.13945e-06,11.9965,1.13945e-06,1.91027
1.14045e-06,5,1.14045e-06,11.9966,1.14045e-06,1.91028
