#X--Trace 1::[V(mcu1a)],Y--Trace 1::[V(mcu1a)],X--Trace 2::[V(va)-V(vb)],Y--Trace 2::[V(va)-V(vb)],X--Trace 3::[I(RA)],Y--Trace 3::[I(RA)]
3.6845e-07,5,3.6845e-07,9.10463,3.6845e-07,1.44978
3.6945e-07,5,3.6945e-07,9.13391,3.6945e-07,1.45444
3.7045e-07,5,3.7045e-07,9.16318,3.7045e-07,1.4591
3.7145e-07,5,3.7145e-07,9.19243,3.7145e-07,1.46376
3.7245e-07,5,3.7245e-07,9.22168,3.7245e-07,1.46842
3.7345e-07,5,3.7345e-07,9.25091,3.7345e-07,1.47307
3.7445e-07,5,3.7445e-07,9.28013,3.7445e-07,1.47773
3.7545e-07,5,3.7545e-07,9.30934,3.7545e-07,1.48238
3.7645e-07,5,3.7645e-07,9.33854,3.7645e-07,1.48703
3.7745e-07,5,3.7745e-07,9.36773,3.7745e-07,1.49168
3.7845e-07,5,3.7845e-07,9.3969,3.7845e-07,1.49632
3.7945e-07,5,3.7945e-07,9.42606,3.7945e-07,1.50097
3.8045e-07,5,3.8045e-07,9.45521,3.8045e-07,1.50561
3.8145e-07,5,3.8145e-07,9.48435,3.8145e-07,1.51025
3.8245e-07,5,3.8245e-07,9.51348,3.8245e-07,1.51489
3.8345e-07,5,3.8345e-07,9.5426,3.8345e-07,1.51952
3.8445e-07,5,3.8445e-07,9.5717,3.8445e-07,1.52416
3.8545e-07,5,3.8545e-07,9.60079,3.8545e-07,1.52879
3.8645e-07,5,3.8645e-07,9.62988,3.8645e-07,1.53342
3.8745e-07,5,3.8745e-07,9.65895,3.8745e-07,1.53805
3.8845e-07,5,3.8845e-07,9.68801,3.8845e-07,1.54268
3.8945e-07,5,3.8945e-07,9.71706,3.8945e-07,1.5473
3.9045e-07,5,3.9045e-07,9.7461,3.9045e-07,1.55193
3.9145e-07,5,3.9145e-07,9.77513,3.9145e-07,1.55655
3.9245e-07,5,3.9245e-07,9.80415,3.9245e-07,1.56117
3.9345e-07,5,3.9345e-07,9.83315,3.9345e-07,1.56579
3.9445e-07,5,3.9445e-07,9.86215,3.9445e-07,1.57041
3.9545e-07,5,3.9545e-07,9.89114,3.9545e-07,1.57502
3.9645e-07,5,3.9645e-07,9.92012,3.9645e-07,1.57964
3.9745e-07,5,3.9745e-07,9.94908,3.9745e-07,1.58425
3.9845e-07,5,3.9845e-07,9.97804,3.9845e-07,1.58886
3.9945e-07,5,3.9945e-07,10.007,3.9945e-07,1.59347
4.0045e-07,5,4.0045e-07,10.0359,4.0045e-07,1.59808
4.0145e-07,5,4.0145e-07,10.0648,4.0145e-07,1.60268
4.0245e-07,5,4.0245e-07,10.0938,4.0245e-07,1.60729
4.0345e-07,5,4.0345e-07,10.1227,4.0345e-07,1.61189
4.0445e-07,5,4.0445e-07,10.1515,4.0445e-07,1.61649
4.0545e-07,5,4.0545e-07,10.1804,4.0545e-07,1.62109
4.0645e-07,5,4.0645e-07,10.2093,4.0645e-07,1.62568
4.0745e-07,5,4.0745e-07,10.2381,4.0745e-07,1.63028
4.0845e-07,5,4.0845e-07,10.267,4.0845e-07,1.63487
4.0945e-07,5,4.0945e-07,10.2958,4.0945e-07,1.63946
4.1045e-07,5,4.1045e-07,10.3246,4.1045e-07,1.64405
4.1145e-07,5,4.1145e-07,10.3534,4.1145e-07,1.64864
4.1245e-07,5,4.1245e-07,10.3822,4.1245e-07,1.65322
4.1345e-07,5,4.1345e-07,10.411,4.1345e-07,1.6578
4.1445e-07,5,4.1445e-07,10.4397,4.1445e-07,1.66238
4.1545e-07,5,4.1545e-07,10.4685,4.1545e-07,1.66695
4.1645e-07,5,4.1645e-07,10.4972,4.1645e-07,1.67152
4.1745e-07,5,4.1745e-07,10.5259,4.1745e-07,1.67609
4.1845e-07,5,4.1845e-07,10.5545,4.1845e-07,1.68066
4.1945e-07,5,4.1945e-07,10.5832,4.1945e-07,1.68522
4.2045e-07,5,4.2045e-07,10.6118,4.2045e-07,1.68978
4.2145e-07,5,4.2145e-07,10.6404,4.2145e-07,1.69434
4.2245e-07,5,4.2245e-07,10.669,4.2245e-07,1.69889
4.2345e-07,5,4.2345e-07,10.6975,4.2345e-07,1.70343
4.2445e-07,5,4.2445e-07,10.7261,4.2445e-07,1.70797
4.2545e-07,5,4.2545e-07,10.7545,4.2545e-07,1.71251
4.2645e-07,5,4.2645e-07,10.783,4.2645e-07,1.71704
4.2745e-07,5,4.2745e-07,10.8114,4.2745e-07,1.72156
4.2845e-07,5,4.2845e-07,10.8397,4.2845e-07,1.72607
4.2945e-07,5,4.2945e-07,10.8681,4.2945e-07,1.73058
4.3045e-07,5,4.3045e-07,10.8963,4.3045e-07,1.73508
4.3145e-07,5,4.3145e-07,10.9245,4.3145e-07,1.73958
4.3245e-07,5,4.3245e-07,10.9527,4.3245e-07,1.74406
4.3345e-07,5,4.3345e-07,10.9808,4.3345e-07,1.74853
4.3445e-07,5,4.3445e-07,11.0088,4.3445e-07,1.753
4.3545e-07,5,4.3545e-07,11.0368,4.3545e-07,1.75745
4.3645e-07,5,4.3645e-07,11.0647,4.3645e-07,1.76189
4.3745e-07,5,4.3745e-07,11.0925,4.3745e-07,1.76632
4.3845e-07,5,4.3845e-07,11.1202,4.3845e-07,1.77073
4.3945e-07,5,4.3945e-07,11.1479,4.3945e-07,1.77514
4.4045e-07,5,4.4045e-07,11.1754,4.4045e-07,1.77953
4.4145e-07,5,4.4145e-07,11.2029,4.4145e-07,1.7839
4.4245e-07,5,4.4245e-07,11.2303,4.4245e-07,1.78826
4.4345e-07,5,4.4345e-07,11.2576,4.4345e-07,1.7926
4.4445e-07,5,4.4445e-07,11.2847,4.4445e-07,1.79693
4.4545e-07,5,4.4545e-07,11.3118,4.4545e-07,1.80125
4.4645e-07,5,4.4645e-07,11.3388,4.4645e-07,1.80554
4.4745e-07,5,4.4745e-07,11.3657,4.4745e-07,1.80982
4.4845e-07,5,4.4845e-07,11.3924,4.4845e-07,1.81408
4.4945e-07,5,4.4945e-07,11.4191,4.4945e-07,1.81832
4.5045e-07,5,4.5045e-07,11.4456,4.5045e-07,1.82255
4.5145e-07,5,4.5145e-07,11.472,4.5145e-07,1.82676
4.5245e-07,5,4.5245e-07,11.4983,4.5245e-07,1.83094
4.5345e-07,5,4.5345e-07,11.5245,4.5345e-07,1.83511
4.5445e-07,5,4.5445e-07,11.5506,4.5445e-07,1.83926
4.5545e-07,5,4.5545e-07,11.5765,4.5545e-07,1.84339
4.5645e-07,5,4.5645e-07,11.6023,4.5645e-07,1.8475
4.5745e-07,5,4.5745e-07,11.628,4.5745e-07,1.8516
4.5845e-07,5,4.5845e-07,11.6536,4.5845e-07,1.85567
4.5945e-07,5,4.5945e-07,11.679,4.5945e-07,1.85972
4.6045e-07,5,4.6045e-07,11.7044,4.6045e-07,1.86375
4.6145e-07,5,4.6145e-07,11.7295,4.6145e-07,1.86776
4.6245e-07,5,4.6245e-07,11.7546,4.6245e-07,1.87175
4.6345e-07,5,4.6345e-07,11.7795,4.6345e-07,1.87572
4.6445e-07,5,4.6445e-07,11.8043,4.6445e-07,1.87967
4.6545e-07,5,4.6545e-07,11.8289,4.6545e-07,1.88359
4.6645e-07,5,4.6645e-07,11.8534,4.6645e-07,1.88748
4.6745e-07,5,4.6745e-07,11.8775,4.6745e-07,1.89133
4.6845e-07,5,4.6845e-07,11.9014,4.6845e-07,1.89512
4.6945e-07,5,4.6945e-07,11.9248,4.6945e-07,1.89886
4.7045e-07,5,4.7045e-07,11.9478,4.7045e-07,1.90252
4.7145e-07,5,4.7145e-07,11.9703,4.7145e-07,1.9061
4.7245e-07,5,4.7245e-07,11.9922,4.7245e-07,1.90958
4.7345e-07,5,4.7345e-07,12.0133,4.7345e-07,1.91295
4.7445e-07,5,4.7445e-07,12.0337,4.7445e-07,1.91619
4.7545e-07,5,4.7545e-07,12.0532,4.7545e-07,1.9193
4.7645e-07,5,4.7645e-07,12.0718,4.7645e-07,1.92226
4.7745e-07,5,4.7745e-07,12.0893,4.7745e-07,1.92505
4.7845e-07,5,4.7845e-07,12.1058,4.7845e-07,1.92767
4.7945e-07,5,4.7945e-07,12.121,4.7945e-07,1.9301
4.8045e-07,5,4.8045e-07,12.1351,4.8045e-07,1.93234
4.8145e-07,5,4.8145e-07,12.1479,4.8145e-07,1.93438
4.8245e-07,5,4.8245e-07,12.1593,4.8245e-07,1.9362
4.8345e-07,5,4.8345e-07,12.1694,4.8345e-07,1.9378
4.8445e-07,5,4.8445e-07,12.178,4.8445e-07,1.93918
4.8545e-07,5,4.8545e-07,12.1853,4.8545e-07,1.94033
4.8645e-07,5,4.8645e-07,12.191,4.8645e-07,1.94125
4.8745e-07,5,4.8745e-07,12.1954,4.8745e-07,1.94194
4.8845e-07,5,4.8845e-07,12.1982,4.8845e-07,1.94239
4.8945e-07,5,4.8945e-07,12.1996,4.8945e-07,1.94261
4.9045e-07,5,4.9045e-07,12.1996,4.9045e-07,1.94261
4.9145e-07,5,4.9145e-07,12.1981,4.9145e-07,1.94238
4.9245e-07,5,4.9245e-07,12.1953,4.9245e-07,1.94193
4.9345e-07,5,4.9345e-07,12.1911,4.9345e-07,1.94126
4.9445e-07,5,4.9445e-07,12.1857,4.9445e-07,1.9404
4.9545e-07,5,4.9545e-07,12.179,4.9545e-07,1.93933
4.9645e-07,5,4.9645e-07,12.1712,4.9645e-07,1.93809
4.9745e-07,5,4.9745e-07,12.1623,4.9745e-07,1.93666
4.9845e-07,5,4.9845e-07,12.1523,4.9845e-07,1.93508
4.9945e-07,5,4.9945e-07,12.1414,4.9945e-07,1.93335
5.0045e-07,5,5.0045e-07,12.1297,5.0045e-07,1.93148
5.0145e-07,5,5.0145e-07,12.1172,5.0145e-07,1.92949
5.0245e-07,5,5.0245e-07,12.104,5.0245e-07,1.9274
5.0345e-07,5,5.0345e-07,12.0903,5.0345e-07,1.92521
5.0445e-07,5,5.0445e-07,12.0762,5.0445e-07,1.92296
5.0545e-07,5,5.0545e-07,12.0616,5.0545e-07,1.92064
5.0645e-07,5,5.0645e-07,12.0469,5.0645e-07,1.91829
5.0745e-07,5,5.0745e-07,12.0319,5.0745e-07,1.91591
5.0845e-07,5,5.0845e-07,12.017,5.0845e-07,1.91353
5.0945e-07,5,5.0945e-07,12.0021,5.0945e-07,1.91115
5.1045e-07,5,5.1045e-07,11.9873,5.1045e-07,1.90881
5.1145e-07,5,5.1145e-07,11.9728,5.1145e-07,1.9065
5.1245e-07,5,5.1245e-07,11.9587,5.1245e-07,1.90425
5.1345e-07,5,5.1345e-07,11.945,5.1345e-07,1.90207
5.1445e-07,5,5.1445e-07,11.9319,5.1445e-07,1.89998
5.1545e-07,5,5.1545e-07,11.9193,5.1545e-07,1.89798
5.1645e-07,5,5.1645e-07,11.9075,5.1645e-07,1.8961
5.1745e-07,5,5.1745e-07,11.8965,5.1745e-07,1.89435
5.1845e-07,5,5.1845e-07,11.8863,5.1845e-07,1.89272
5.1945e-07,5,5.1945e-07,11.877,5.1945e-07,1.89124
5.2045e-07,5,5.2045e-07,11.8687,5.2045e-07,1.88992
5.2145e-07,5,5.2145e-07,11.8614,5.2145e-07,1.88876
5.2245e-07,5,5.2245e-07,11.8551,5.2245e-07,1.88776
5.2345e-07,5,5.2345e-07,11.8499,5.2345e-07,1.88693
5.2445e-07,5,5.2445e-07,11.8458,5.2445e-07,1.88628
5.2545e-07,5,5.2545e-07,11.8429,5.2545e-07,1.8858
5.2645e-07,5,5.2645e-07,11.841,5.2645e-07,1.88551
5.2745e-07,5,5.2745e-07,11.8403,5.2745e-07,1.88539
5.2845e-07,5,5.2845e-07,11.8406,5.2845e-07,1.88545
5.2945e-07,5,5.2945e-07,11.8421,5.2945e-07,1.88568
5.3045e-07,5,5.3045e-07,11.8446,5.3045e-07,1.88609
5.3145e-07,5,5.3145e-07,11.8482,5.3145e-07,1.88666
5.3245e-07,5,5.3245e-07,11.8528,5.3245e-07,1.88738
5.3345e-07,5,5.3345e-07,11.8583,5.3345e-07,1.88826
5.3445e-07,5,5.3445e-07,11.8647,5.3445e-07,1.88928
5.3545e-07,5,5.3545e-07,11.8719,5.3545e-07,1.89043
5.3645e-07,5,5.3645e-07,11.8799,5.3645e-07,1.89171
5.3745e-07,5,5.3745e-07,11.8887,5.3745e-07,1.8931
5.3845e-07,5,5.3845e-07,11.898,5.3845e-07,1.89459
5.3945e-07,5,5.3945e-07,11.9079,5.3945e-07,1.89617
5.4045e-07,5,5.4045e-07,11.9183,5.4045e-07,1.89782
5.4145e-07,5,5.4145e-07,11.9291,5.4145e-07,1.89954
5.4245e-07,5,5.4245e-07,11.9402,5.4245e-07,1.90131
5.4345e-07,5,5.4345e-07,11.9515,5.4345e-07,1.90311
5.4445e-07,5,5.4445e-07,11.963,5.4445e-07,1.90494
5.4545e-07,5,5.4545e-07,11.9746,5.4545e-07,1.90678
5.4645e-07,5,5.4645e-07,11.9861,5.4645e-07,1.90861
5.4745e-07,5,5.4745e-07,11.9975,5.4745e-07,1.91043
5.4845e-07,5,5.4845e-07,12.0087,5.4845e-07,1.91222
5.4945e-07,5,5.4945e-07,12.0197,5.4945e-07,1.91397
5.5045e-07,5,5.5045e-07,12.0304,5.5045e-07,1.91566
5.5145e-07,5,5.5145e-07,12.0406,5.5145e-07,1.9173
5.5245e-07,5,5.5245e-07,12.0504,5.5245e-07,1.91885
5.5345e-07,5,5.5345e-07,12.0597,5.5345e-07,1.92033
5.5445e-07,5,5.5445e-07,12.0683,5.5445e-07,1.92171
5.5545e-07,5,5.5545e-07,12.0764,5.5545e-07,1.92299
5.5645e-07,5,5.5645e-07,12.0838,5.5645e-07,1.92416
5.5745e-07,5,5.5745e-07,12.0904,5.5745e-07,1.92522
5.5845e-07,5,5.5845e-07,12.0963,5.5845e-07,1.92616
5.5945e-07,5,5.5945e-07,12.1014,5.5945e-07,1.92697
5.6045e-07,5,5.6045e-07,12.1057,5.6045e-07,1.92766
5.6145e-07,5,5.6145e-07,12.1092,5.6145e-07,1.92821
5.6245e-07,5,5.6245e-07,12.1118,5.6245e-07,1.92863
5.6345e-07,5,5.6345e-07,12.1136,5.6345e-07,1.92892
5.6445e-07,5,5.6445e-07,12.1146,5.6445e-07,1.92908
5.6545e-07,5,5.6545e-07,12.1147,5.6545e-07,1.9291
5.6645e-07,5,5.6645e-07,12.1141,5.6645e-07,1.92899
5.6745e-07,5,5.6745e-07,12.1126,5.6745e-07,1.92875
5.6845e-07,5,5.6845e-07,12.1103,5.6845e-07,1.92839
5.6945e-07,5,5.6945e-07,12.1073,5.6945e-07,1.92791
5.7045e-07,5,5.7045e-07,12.1036,5.7045e-07,1.92732
5.7145e-07,5,5.7145e-07,12.0992,5.7145e-07,1.92662
5.7245e-07,5,5.7245e-07,12.0941,5.7245e-07,1.92582
5.7345e-07,5,5.7345e-07,12.0885,5.7345e-07,1.92492
5.7445e-07,5,5.7445e-07,12.0823,5.7445e-07,1.92394
5.7545e-07,5,5.7545e-07,12.0756,5.7545e-07,1.92287
5.7645e-07,5,5.7645e-07,12.0685,5.7645e-07,1.92174
5.7745e-07,5,5.7745e-07,12.061,5.7745e-07,1.92055
5.7845e-07,5,5.7845e-07,12.0532,5.7845e-07,1.9193
5.7945e-07,5,5.7945e-07,12.0451,5.7945e-07,1.91801
5.8045e-07,5,5.8045e-07,12.0368,5.8045e-07,1.91669
5.8145e-07,5,5.8145e-07,12.0284,5.8145e-07,1.91535
5.8245e-07,5,5.8245e-07,12.0198,5.8245e-07,1.91399
5.8345e-07,5,5.8345e-07,12.0113,5.8345e-07,1.91263
5.8445e-07,5,5.8445e-07,12.0028,5.8445e-07,1.91127
5.8545e-07,5,5.8545e-07,11.9943,5.8545e-07,1.90993
5.8645e-07,5,5.8645e-07,11.9861,5.8645e-07,1.90861
5.8745e-07,5,5.8745e-07,11.978,5.8745e-07,1.90732
5.8845e-07,5,5.8845e-07,11.9702,5.8845e-07,1.90608
5.8945e-07,5,5.8945e-07,11.9627,5.8945e-07,1.90488
5.9045e-07,5,5.9045e-07,11.9555,5.9045e-07,1.90374
5.9145e-07,5,5.9145e-07,11.9488,5.9145e-07,1.90267
5.9245e-07,5,5.9245e-07,11.9424,5.9245e-07,1.90166
5.9345e-07,5,5.9345e-07,11.9366,5.9345e-07,1.90073
5.9445e-07,5,5.9445e-07,11.9313,5.9445e-07,1.89989
5.9545e-07,5,5.9545e-07,11.9265,5.9545e-07,1.89913
5.9645e-07,5,5.9645e-07,11.9223,5.9645e-07,1.89846
5.9745e-07,5,5.9745e-07,11.9187,5.9745e-07,1.89788
5.9845e-07,5,5.9845e-07,11.9157,5.9845e-07,1.8974
5.9945e-07,5,5.9945e-07,11.9133,5.9945e-07,1.89702
6.0045e-07,5,6.0045e-07,11.9115,6.0045e-07,1.89674
6.0145e-07,5,6.0145e-07,11.9104,6.0145e-07,1.89656
6.0245e-07,5,6.0245e-07,11.9099,6.0245e-07,1.89648
6.0345e-07,5,6.0345e-07,11.91,6.0345e-07,1.8965
6.0445e-07,5,6.0445e-07,11.9107,6.0445e-07,1.89661
6.0545e-07,5,6.0545e-07,11.912,6.0545e-07,1.89682
6.0645e-07,5,6.0645e-07,11.9139,6.0645e-07,1.89712
6.0745e-07,5,6.0745e-07,11.9164,6.0745e-07,1.89751
6.0845e-07,5,6.0845e-07,11.9194,6.0845e-07,1.89799
6.0945e-07,5,6.0945e-07,11.9228,6.0945e-07,1.89854
6.1045e-07,5,6.1045e-07,11.9268,6.1045e-07,1.89917
6.1145e-07,5,6.1145e-07,11.9312,6.1145e-07,1.89987
6.1245e-07,5,6.1245e-07,11.936,6.1245e-07,1.90063
6.1345e-07,5,6.1345e-07,11.9411,6.1345e-07,1.90145
6.1445e-07,5,6.1445e-07,11.9465,6.1445e-07,1.90232
6.1545e-07,5,6.1545e-07,11.9523,6.1545e-07,1.90323
6.1645e-07,5,6.1645e-07,11.9582,6.1645e-07,1.90417
6.1745e-07,5,6.1745e-07,11.9643,6.1745e-07,1.90515
6.1845e-07,5,6.1845e-07,11.9706,6.1845e-07,1.90614
6.1945e-07,5,6.1945e-07,11.9769,6.1945e-07,1.90715
6.2045e-07,5,6.2045e-07,11.9833,6.2045e-07,1.90817
6.2145e-07,5,6.2145e-07,11.9897,6.2145e-07,1.90919
6.2245e-07,5,6.2245e-07,11.996,6.2245e-07,1.9102
6.2345e-07,5,6.2345e-07,12.0023,6.2345e-07,1.91119
6.2445e-07,5,6.2445e-07,12.0084,6.2445e-07,1.91216
6.2545e-07,5,6.2545e-07,12.0143,6.2545e-07,1.91311
6.2645e-07,5,6.2645e-07,12.02,6.2645e-07,1.91402
6.2745e-07,5,6.2745e-07,12.0255,6.2745e-07,1.91489
6.2845e-07,5,6.2845e-07,12.0307,6.2845e-07,1.91571
6.2945e-07,5,6.2945e-07,12.0356,6.2945e-07,1.91649
6.3045e-07,5,6.3045e-07,12.0401,6.3045e-07,1.91721
6.3145e-07,5,6.3145e-07,12.0442,6.3145e-07,1.91787
6.3245e-07,5,6.3245e-07,12.048,6.3245e-07,1.91847
6.3345e-07,5,6.3345e-07,12.0513,6.3345e-07,1.919
6.3445e-07,5,6.3445e-07,12.0542,6.3445e-07,1.91946
6.3545e-07,5,6.3545e-07,12.0567,6.3545e-07,1.91986
6.3645e-07,5,6.3645e-07,12.0587,6.3645e-07,1.92018
6.3745e-07,5,6.3745e-07,12.0603,6.3745e-07,1.92043
6.3845e-07,5,6.3845e-07,12.0614,6.3845e-07,1.9206
6.3945e-07,5,6.3945e-07,12.062,6.3945e-07,1.9207
6.4045e-07,5,6.4045e-07,12.0622,6.4045e-07,1.92073
6.4145e-07,5,6.4145e-07,12.0619,6.4145e-07,1.92068
6.4245e-07,5,6.4245e-07,12.0611,6.4245e-07,1.92056
6.4345e-07,5,6.4345e-07,12.06,6.4345e-07,1.92038
6.4445e-07,5,6.4445e-07,12.0584,6.4445e-07,1.92013
6.4545e-07,5,6.4545e-07,12.0564,6.4545e-07,1.91981
6.4645e-07,5,6.4645e-07,12.0541,6.4645e-07,1.91944
6.4745e-07,5,6.4745e-07,12.0514,6.4745e-07,1.91901
6.4845e-07,5,6.4845e-07,12.0483,6.4845e-07,1.91852
6.4945e-07,5,6.4945e-07,12.045,6.4945e-07,1.91799
6.5045e-07,5,6.5045e-07,12.0413,6.5045e-07,1.91741
6.5145e-07,5,6.5145e-07,12.0374,6.5145e-07,1.91679
6.5245e-07,5,6.5245e-07,12.0333,6.5245e-07,1.91614
6.5345e-07,5,6.5345e-07,12.0291,6.5345e-07,1.91546
6.5445e-07,5,6.5445e-07,12.0246,6.5445e-07,1.91475
6.5545e-07,5,6.5545e-07,12.0201,6.5545e-07,1.91403
6.5645e-07,5,6.5645e-07,12.0154,6.5645e-07,1.91329
6.5745e-07,5,6.5745e-07,12.0107,6.5745e-07,1.91254
6.5845e-07,5,6.5845e-07,12.006,6.5845e-07,1.91179
6.5945e-07,5,6.5945e-07,12.0013,6.5945e-07,1.91104
6.6045e-07,5,6.6045e-07,11.9967,6.6045e-07,1.9103
6.6145e-07,5,6.6145e-07,11.9921,6.6145e-07,1.90957
6.6245e-07,5,6.6245e-07,11.9876,6.6245e-07,1.90886
6.6345e-07,5,6.6345e-07,11.9833,6.6345e-07,1.90817
6.6445e-07,5,6.6445e-07,11.9791,6.6445e-07,1.90751
6.6545e-07,5,6.6545e-07,11.9752,6.6545e-07,1.90687
6.6645e-07,5,6.6645e-07,11.9714,6.6645e-07,1.90628
6.6745e-07,5,6.6745e-07,11.9679,6.6745e-07,1.90572
6.6845e-07,5,6.6845e-07,11.9646,6.6845e-07,1.9052
6.6945e-07,5,6.6945e-07,11.9617,6.6945e-07,1.90472
6.7045e-07,5,6.7045e-07,11.959,6.7045e-07,1.9043
6.7145e-07,5,6.7145e-07,11.9566,6.7145e-07,1.90392
6.7245e-07,5,6.7245e-07,11.9546,6.7245e-07,1.90359
6.7345e-07,5,6.7345e-07,11.9529,6.7345e-07,1.90332
6.7445e-07,5,6.7445e-07,11.9515,6.7445e-07,1.9031
6.7545e-07,5,6.7545e-07,11.9504,6.7545e-07,1.90294
6.7645e-07,5,6.7645e-07,11.9497,6.7645e-07,1.90283
6.7745e-07,5,6.7745e-07,11.9494,6.7745e-07,1.90277
6.7845e-07,5,6.7845e-07,11.9494,6.7845e-07,1.90277
6.7945e-07,5,6.7945e-07,11.9497,6.7945e-07,1.90282
6.8045e-07,5,6.8045e-07,11.9504,6.8045e-07,1.90293
6.8145e-07,5,6.8145e-07,11.9513,6.8145e-07,1.90308
6.8245e-07,5,6.8245e-07,11.9526,6.8245e-07,1.90329
6.8345e-07,5,6.8345e-07,11.9542,6.8345e-07,1.90354
6.8445e-07,5,6.8445e-07,11.9561,6.8445e-07,1.90383
6.8545e-07,5,6.8545e-07,11.9582,6.8545e-07,1.90417
6.8645e-07,5,6.8645e-07,11.9605,6.8645e-07,1.90454
6.8745e-07,5,6.8745e-07,11.9631,6.8745e-07,1.90495
6.8845e-07,5,6.8845e-07,11.9659,6.8845e-07,1.90539
6.8945e-07,5,6.8945e-07,11.9688,6.8945e-07,1.90586
6.9045e-07,5,6.9045e-07,11.9719,6.9045e-07,1.90636
6.9145e-07,5,6.9145e-07,11.9751,6.9145e-07,1.90687
6.9245e-07,5,6.9245e-07,11.9785,6.9245e-07,1.9074
6.9345e-07,5,6.9345e-07,11.9819,6.9345e-07,1.90794
6.9445e-07,5,6.9445e-07,11.9854,6.9445e-07,1.9085
6.9545e-07,5,6.9545e-07,11.9889,6.9545e-07,1.90905
6.9645e-07,5,6.9645e-07,11.9924,6.9645e-07,1.90961
6.9745e-07,5,6.9745e-07,11.9958,6.9745e-07,1.91016
6.9845e-07,5,6.9845e-07,11.9993,6.9845e-07,1.91071
6.9945e-07,5,6.9945e-07,12.0026,6.9945e-07,1.91125
7.0045e-07,5,7.0045e-07,12.0059,7.0045e-07,1.91177
7.0145e-07,5,7.0145e-07,12.0091,7.0145e-07,1.91227
7.0245e-07,5,7.0245e-07,12.0121,7.0245e-07,1.91275
7.0345e-07,5,7.0345e-07,12.015,7.0345e-07,1.91321
7.0445e-07,5,7.0445e-07,12.0177,7.0445e-07,1.91364
7.0545e-07,5,7.0545e-07,12.0202,7.0545e-07,1.91405
7.0645e-07,5,7.0645e-07,12.0225,7.0645e-07,1.91442
7.0745e-07,5,7.0745e-07,12.0247,7.0745e-07,1.91475
7.0845e-07,5,7.0845e-07,12.0265,7.0845e-07,1.91505
7.0945e-07,5,7.0945e-07,12.0282,7.0945e-07,1.91532
7.1045e-07,5,7.1045e-07,12.0296,7.1045e-07,1.91554
7.1145e-07,5,7.1145e-07,12.0308,7.1145e-07,1.91573
7.1245e-07,5,7.1245e-07,12.0317,7.1245e-07,1.91587
7.1345e-07,5,7.1345e-07,12.0324,7.1345e-07,1.91598
7.1445e-07,5,7.1445e-07,12.0328,7.1445e-07,1.91604
7.1545e-07,5,7.1545e-07,12.0329,7.1545e-07,1.91607
7.1645e-07,5,7.1645e-07,12.0328,7.1645e-07,1.91605
7.1745e-07,5,7.1745e-07,12.0325,7.1745e-07,1.916
7.1845e-07,5,7.1845e-07,12.0319,7.1845e-07,1.91591
7.1945e-07,5,7.1945e-07,12.0311,7.1945e-07,1.91578
7.2045e-07,5,7.2045e-07,12.0301,7.2045e-07,1.91561
7.2145e-07,5,7.2145e-07,12.0288,7.2145e-07,1.91542
7.2245e-07,5,7.2245e-07,12.0274,7.2245e-07,1.91519
7.2345e-07,5,7.2345e-07,12.0257,7.2345e-07,1.91493
7.2445e-07,5,7.2445e-07,12.0239,7.2445e-07,1.91464
7.2545e-07,5,7.2545e-07,12.022,7.2545e-07,1.91433
7.2645e-07,5,7.2645e-07,12.0199,7.2645e-07,1.91399
7.2745e-07,5,7.2745e-07,12.0177,7.2745e-07,1.91364
7.2845e-07,5,7.2845e-07,12.0153,7.2845e-07,1.91327
7.2945e-07,5,7.2945e-07,12.0129,7.2945e-07,1.91288
7.3045e-07,5,7.3045e-07,12.0104,7.3045e-07,1.91249
7.3145e-07,5,7.3145e-07,12.0079,7.3145e-07,1.91209
7.3245e-07,5,7.3245e-07,12.0053,7.3245e-07,1.91168
7.3345e-07,5,7.3345e-07,12.0027,7.3345e-07,1.91126
7.3445e-07,5,7.3445e-07,12.0002,7.3445e-07,1.91085
7.3545e-07,5,7.3545e-07,11.9976,7.3545e-07,1.91045
7.3645e-07,5,7.3645e-07,11.9951,7.3645e-07,1.91004
7.3745e-07,5,7.3745e-07,11.9926,7.3745e-07,1.90965
7.3845e-07,5,7.3845e-07,11.9902,7.3845e-07,1.90927
7.3945e-07,5,7.3945e-07,11.9879,7.3945e-07,1.9089
7.4045e-07,5,7.4045e-07,11.9857,7.4045e-07,1.90855
7.4145e-07,5,7.4145e-07,11.9836,7.4145e-07,1.90822
7.4245e-07,5,7.4245e-07,11.9817,7.4245e-07,1.90791
7.4345e-07,5,7.4345e-07,11.9798,7.4345e-07,1.90762
7.4445e-07,5,7.4445e-07,11.9782,7.4445e-07,1.90735
7.4545e-07,5,7.4545e-07,11.9767,7.4545e-07,1.90711
7.4645e-07,5,7.4645e-07,11.9753,7.4645e-07,1.9069
7.4745e-07,5,7.4745e-07,11.9742,7.4745e-07,1.90672
7.4845e-07,5,7.4845e-07,11.9732,7.4845e-07,1.90656
7.4945e-07,5,7.4945e-07,11.9724,7.4945e-07,1.90643
7.5045e-07,5,7.5045e-07,11.9718,7.5045e-07,1.90633
7.5145e-07,5,7.5145e-07,11.9714,7.5145e-07,1.90627
7.5245e-07,5,7.5245e-07,11.9711,7.5245e-07,1.90623
7.5345e-07,5,7.5345e-07,11.9711,7.5345e-07,1.90622
